GeoType,GEOID,GeoName,County,State
County,26125,"Oakland County, Michigan",Oakland County,Michigan
County,26127,"Oceana County, Michigan",Oceana County,Michigan
County,26129,"Ogemaw County, Michigan",Ogemaw County,Michigan
County,26131,"Ontonagon County, Michigan",Ontonagon County,Michigan
County,26133,"Osceola County, Michigan",Osceola County,Michigan
County,26135,"Oscoda County, Michigan",Oscoda County,Michigan
County,26137,"Otsego County, Michigan",Otsego County,Michigan
County,26139,"Ottawa County, Michigan",Ottawa County,Michigan
County,26141,"Presque Isle County, Michigan",Presque Isle County,Michigan
County,26143,"Roscommon County, Michigan",Roscommon County,Michigan
County,26145,"Saginaw County, Michigan",Saginaw County,Michigan
County,26147,"St. Clair County, Michigan",St. Clair County,Michigan
County,26149,"St. Joseph County, Michigan",St. Joseph County,Michigan
County,26151,"Sanilac County, Michigan",Sanilac County,Michigan
County,26153,"Schoolcraft County, Michigan",Schoolcraft County,Michigan
County,26155,"Shiawassee County, Michigan",Shiawassee County,Michigan
County,26157,"Tuscola County, Michigan",Tuscola County,Michigan
County,26159,"Van Buren County, Michigan",Van Buren County,Michigan
County,26161,"Washtenaw County, Michigan",Washtenaw County,Michigan
County,26163,"Wayne County, Michigan",Wayne County,Michigan
County,26165,"Wexford County, Michigan",Wexford County,Michigan
County,27001,"Aitkin County, Minnesota",Aitkin County,Minnesota
County,27003,"Anoka County, Minnesota",Anoka County,Minnesota
County,27005,"Becker County, Minnesota",Becker County,Minnesota
County,27007,"Beltrami County, Minnesota",Beltrami County,Minnesota
County,27009,"Benton County, Minnesota",Benton County,Minnesota
County,27011,"Big Stone County, Minnesota",Big Stone County,Minnesota
County,27013,"Blue Earth County, Minnesota",Blue Earth County,Minnesota
County,27015,"Brown County, Minnesota",Brown County,Minnesota
County,27017,"Carlton County, Minnesota",Carlton County,Minnesota
County,27019,"Carver County, Minnesota",Carver County,Minnesota
County,27021,"Cass County, Minnesota",Cass County,Minnesota
County,27023,"Chippewa County, Minnesota",Chippewa County,Minnesota
County,27025,"Chisago County, Minnesota",Chisago County,Minnesota
County,27027,"Clay County, Minnesota",Clay County,Minnesota
County,27029,"Clearwater County, Minnesota",Clearwater County,Minnesota
County,27031,"Cook County, Minnesota",Cook County,Minnesota
County,27033,"Cottonwood County, Minnesota",Cottonwood County,Minnesota
County,27035,"Crow Wing County, Minnesota",Crow Wing County,Minnesota
County,27037,"Dakota County, Minnesota",Dakota County,Minnesota
County,27039,"Dodge County, Minnesota",Dodge County,Minnesota
County,27041,"Douglas County, Minnesota",Douglas County,Minnesota
County,27043,"Faribault County, Minnesota",Faribault County,Minnesota
County,27045,"Fillmore County, Minnesota",Fillmore County,Minnesota
County,27047,"Freeborn County, Minnesota",Freeborn County,Minnesota
County,27049,"Goodhue County, Minnesota",Goodhue County,Minnesota
County,27051,"Grant County, Minnesota",Grant County,Minnesota
County,27053,"Hennepin County, Minnesota",Hennepin County,Minnesota
County,27055,"Houston County, Minnesota",Houston County,Minnesota
County,27057,"Hubbard County, Minnesota",Hubbard County,Minnesota
County,27059,"Isanti County, Minnesota",Isanti County,Minnesota
County,27061,"Itasca County, Minnesota",Itasca County,Minnesota
County,27063,"Jackson County, Minnesota",Jackson County,Minnesota
County,27065,"Kanabec County, Minnesota",Kanabec County,Minnesota
County,27067,"Kandiyohi County, Minnesota",Kandiyohi County,Minnesota
County,27069,"Kittson County, Minnesota",Kittson County,Minnesota
County,27071,"Koochiching County, Minnesota",Koochiching County,Minnesota
County,27073,"Lac qui Parle County, Minnesota",Lac qui Parle County,Minnesota
County,27075,"Lake County, Minnesota",Lake County,Minnesota
County,27077,"Lake of the Woods County, Minnesota",Lake of the Woods County,Minnesota
County,27079,"Le Sueur County, Minnesota",Le Sueur County,Minnesota
County,27081,"Lincoln County, Minnesota",Lincoln County,Minnesota
County,27083,"Lyon County, Minnesota",Lyon County,Minnesota
County,27085,"McLeod County, Minnesota",McLeod County,Minnesota
County,27087,"Mahnomen County, Minnesota",Mahnomen County,Minnesota
County,27089,"Marshall County, Minnesota",Marshall County,Minnesota
County,27091,"Martin County, Minnesota",Martin County,Minnesota
County,27093,"Meeker County, Minnesota",Meeker County,Minnesota
County,27095,"Mille Lacs County, Minnesota",Mille Lacs County,Minnesota
County,27097,"Morrison County, Minnesota",Morrison County,Minnesota
County,27099,"Mower County, Minnesota",Mower County,Minnesota
County,27101,"Murray County, Minnesota",Murray County,Minnesota
County,27103,"Nicollet County, Minnesota",Nicollet County,Minnesota
County,27105,"Nobles County, Minnesota",Nobles County,Minnesota
County,27107,"Norman County, Minnesota",Norman County,Minnesota
County,27109,"Olmsted County, Minnesota",Olmsted County,Minnesota
County,27111,"Otter Tail County, Minnesota",Otter Tail County,Minnesota
County,27113,"Pennington County, Minnesota",Pennington County,Minnesota
County,27115,"Pine County, Minnesota",Pine County,Minnesota
County,27117,"Pipestone County, Minnesota",Pipestone County,Minnesota
County,27119,"Polk County, Minnesota",Polk County,Minnesota
County,27121,"Pope County, Minnesota",Pope County,Minnesota
County,27123,"Ramsey County, Minnesota",Ramsey County,Minnesota
County,27125,"Red Lake County, Minnesota",Red Lake County,Minnesota
County,27127,"Redwood County, Minnesota",Redwood County,Minnesota
County,27129,"Renville County, Minnesota",Renville County,Minnesota
County,27131,"Rice County, Minnesota",Rice County,Minnesota
County,27133,"Rock County, Minnesota",Rock County,Minnesota
County,27135,"Roseau County, Minnesota",Roseau County,Minnesota
County,27137,"St. Louis County, Minnesota",St. Louis County,Minnesota
County,27139,"Scott County, Minnesota",Scott County,Minnesota
County,27141,"Sherburne County, Minnesota",Sherburne County,Minnesota
County,27143,"Sibley County, Minnesota",Sibley County,Minnesota
County,27145,"Stearns County, Minnesota",Stearns County,Minnesota
County,27147,"Steele County, Minnesota",Steele County,Minnesota
County,27149,"Stevens County, Minnesota",Stevens County,Minnesota
County,27151,"Swift County, Minnesota",Swift County,Minnesota
County,27153,"Todd County, Minnesota",Todd County,Minnesota
County,27155,"Traverse County, Minnesota",Traverse County,Minnesota
County,27157,"Wabasha County, Minnesota",Wabasha County,Minnesota
County,27159,"Wadena County, Minnesota",Wadena County,Minnesota
County,27161,"Waseca County, Minnesota",Waseca County,Minnesota
County,27163,"Washington County, Minnesota",Washington County,Minnesota
County,27165,"Watonwan County, Minnesota",Watonwan County,Minnesota
County,27167,"Wilkin County, Minnesota",Wilkin County,Minnesota
County,27169,"Winona County, Minnesota",Winona County,Minnesota
County,27171,"Wright County, Minnesota",Wright County,Minnesota
County,27173,"Yellow Medicine County, Minnesota",Yellow Medicine County,Minnesota
County,28001,"Adams County, Mississippi",Adams County,Mississippi
County,28003,"Alcorn County, Mississippi",Alcorn County,Mississippi
County,28005,"Amite County, Mississippi",Amite County,Mississippi
County,28007,"Attala County, Mississippi",Attala County,Mississippi
County,28009,"Benton County, Mississippi",Benton County,Mississippi
County,28011,"Bolivar County, Mississippi",Bolivar County,Mississippi
County,28013,"Calhoun County, Mississippi",Calhoun County,Mississippi
County,28015,"Carroll County, Mississippi",Carroll County,Mississippi
County,28017,"Chickasaw County, Mississippi",Chickasaw County,Mississippi
County,28019,"Choctaw County, Mississippi",Choctaw County,Mississippi
County,28021,"Claiborne County, Mississippi",Claiborne County,Mississippi
County,28023,"Clarke County, Mississippi",Clarke County,Mississippi
County,28025,"Clay County, Mississippi",Clay County,Mississippi
County,28027,"Coahoma County, Mississippi",Coahoma County,Mississippi
County,28029,"Copiah County, Mississippi",Copiah County,Mississippi
County,28031,"Covington County, Mississippi",Covington County,Mississippi
County,28033,"DeSoto County, Mississippi",DeSoto County,Mississippi
County,28035,"Forrest County, Mississippi",Forrest County,Mississippi
County,28037,"Franklin County, Mississippi",Franklin County,Mississippi
County,28039,"George County, Mississippi",George County,Mississippi
County,28041,"Greene County, Mississippi",Greene County,Mississippi
County,28043,"Grenada County, Mississippi",Grenada County,Mississippi
County,28045,"Hancock County, Mississippi",Hancock County,Mississippi
County,28047,"Harrison County, Mississippi",Harrison County,Mississippi
County,28049,"Hinds County, Mississippi",Hinds County,Mississippi
County,28051,"Holmes County, Mississippi",Holmes County,Mississippi
County,28053,"Humphreys County, Mississippi",Humphreys County,Mississippi
County,28055,"Issaquena County, Mississippi",Issaquena County,Mississippi
County,28057,"Itawamba County, Mississippi",Itawamba County,Mississippi
County,28059,"Jackson County, Mississippi",Jackson County,Mississippi
County,28061,"Jasper County, Mississippi",Jasper County,Mississippi
County,28063,"Jefferson County, Mississippi",Jefferson County,Mississippi
County,28065,"Jefferson Davis County, Mississippi",Jefferson Davis County,Mississippi
County,28067,"Jones County, Mississippi",Jones County,Mississippi
County,28069,"Kemper County, Mississippi",Kemper County,Mississippi
County,28071,"Lafayette County, Mississippi",Lafayette County,Mississippi
County,28073,"Lamar County, Mississippi",Lamar County,Mississippi
County,28075,"Lauderdale County, Mississippi",Lauderdale County,Mississippi
County,28077,"Lawrence County, Mississippi",Lawrence County,Mississippi
County,28079,"Leake County, Mississippi",Leake County,Mississippi
County,28081,"Lee County, Mississippi",Lee County,Mississippi
County,28083,"Leflore County, Mississippi",Leflore County,Mississippi
County,28085,"Lincoln County, Mississippi",Lincoln County,Mississippi
County,28087,"Lowndes County, Mississippi",Lowndes County,Mississippi
County,28089,"Madison County, Mississippi",Madison County,Mississippi
County,28091,"Marion County, Mississippi",Marion County,Mississippi
County,28093,"Marshall County, Mississippi",Marshall County,Mississippi
County,28095,"Monroe County, Mississippi",Monroe County,Mississippi
County,28097,"Montgomery County, Mississippi",Montgomery County,Mississippi
County,28099,"Neshoba County, Mississippi",Neshoba County,Mississippi
County,28101,"Newton County, Mississippi",Newton County,Mississippi
County,28103,"Noxubee County, Mississippi",Noxubee County,Mississippi
County,28105,"Oktibbeha County, Mississippi",Oktibbeha County,Mississippi
County,28107,"Panola County, Mississippi",Panola County,Mississippi
County,28109,"Pearl River County, Mississippi",Pearl River County,Mississippi
County,28111,"Perry County, Mississippi",Perry County,Mississippi
County,28113,"Pike County, Mississippi",Pike County,Mississippi
County,28115,"Pontotoc County, Mississippi",Pontotoc County,Mississippi
County,28117,"Prentiss County, Mississippi",Prentiss County,Mississippi
County,28119,"Quitman County, Mississippi",Quitman County,Mississippi
County,28121,"Rankin County, Mississippi",Rankin County,Mississippi
County,28123,"Scott County, Mississippi",Scott County,Mississippi
County,28125,"Sharkey County, Mississippi",Sharkey County,Mississippi
County,28127,"Simpson County, Mississippi",Simpson County,Mississippi
County,28129,"Smith County, Mississippi",Smith County,Mississippi
County,28131,"Stone County, Mississippi",Stone County,Mississippi
County,28133,"Sunflower County, Mississippi",Sunflower County,Mississippi
County,28135,"Tallahatchie County, Mississippi",Tallahatchie County,Mississippi
County,28137,"Tate County, Mississippi",Tate County,Mississippi
County,28139,"Tippah County, Mississippi",Tippah County,Mississippi
County,28141,"Tishomingo County, Mississippi",Tishomingo County,Mississippi
County,28143,"Tunica County, Mississippi",Tunica County,Mississippi
County,28145,"Union County, Mississippi",Union County,Mississippi
County,28147,"Walthall County, Mississippi",Walthall County,Mississippi
County,28149,"Warren County, Mississippi",Warren County,Mississippi
County,28151,"Washington County, Mississippi",Washington County,Mississippi
County,28153,"Wayne County, Mississippi",Wayne County,Mississippi
County,28155,"Webster County, Mississippi",Webster County,Mississippi
County,28157,"Wilkinson County, Mississippi",Wilkinson County,Mississippi
County,28159,"Winston County, Mississippi",Winston County,Mississippi
County,28161,"Yalobusha County, Mississippi",Yalobusha County,Mississippi
County,28163,"Yazoo County, Mississippi",Yazoo County,Mississippi
County,29001,"Adair County, Missouri",Adair County,Missouri
County,29003,"Andrew County, Missouri",Andrew County,Missouri
County,29005,"Atchison County, Missouri",Atchison County,Missouri
County,29007,"Audrain County, Missouri",Audrain County,Missouri
County,29009,"Barry County, Missouri",Barry County,Missouri
County,29011,"Barton County, Missouri",Barton County,Missouri
County,29013,"Bates County, Missouri",Bates County,Missouri
County,29015,"Benton County, Missouri",Benton County,Missouri
County,29017,"Bollinger County, Missouri",Bollinger County,Missouri
County,29019,"Boone County, Missouri",Boone County,Missouri
County,29021,"Buchanan County, Missouri",Buchanan County,Missouri
County,29023,"Butler County, Missouri",Butler County,Missouri
County,29025,"Caldwell County, Missouri",Caldwell County,Missouri
County,29027,"Callaway County, Missouri",Callaway County,Missouri
County,29029,"Camden County, Missouri",Camden County,Missouri
County,29031,"Cape Girardeau County, Missouri",Cape Girardeau County,Missouri
County,29033,"Carroll County, Missouri",Carroll County,Missouri
County,29035,"Carter County, Missouri",Carter County,Missouri
County,29037,"Cass County, Missouri",Cass County,Missouri
County,29039,"Cedar County, Missouri",Cedar County,Missouri
County,29041,"Chariton County, Missouri",Chariton County,Missouri
County,29043,"Christian County, Missouri",Christian County,Missouri
County,29045,"Clark County, Missouri",Clark County,Missouri
County,29047,"Clay County, Missouri",Clay County,Missouri
County,29049,"Clinton County, Missouri",Clinton County,Missouri
County,29051,"Cole County, Missouri",Cole County,Missouri
County,29053,"Cooper County, Missouri",Cooper County,Missouri
County,29055,"Crawford County, Missouri",Crawford County,Missouri
County,29057,"Dade County, Missouri",Dade County,Missouri
County,29059,"Dallas County, Missouri",Dallas County,Missouri
County,29061,"Daviess County, Missouri",Daviess County,Missouri
County,29063,"DeKalb County, Missouri",DeKalb County,Missouri
