GeoType,GEOID,GeoName,County,State
County,31017,"Brown County, Nebraska",Brown County,Nebraska
County,31019,"Buffalo County, Nebraska",Buffalo County,Nebraska
County,31021,"Burt County, Nebraska",Burt County,Nebraska
County,31023,"Butler County, Nebraska",Butler County,Nebraska
County,31025,"Cass County, Nebraska",Cass County,Nebraska
County,31027,"Cedar County, Nebraska",Cedar County,Nebraska
County,31029,"Chase County, Nebraska",Chase County,Nebraska
County,31031,"Cherry County, Nebraska",Cherry County,Nebraska
County,31033,"Cheyenne County, Nebraska",Cheyenne County,Nebraska
County,31035,"Clay County, Nebraska",Clay County,Nebraska
County,31037,"Colfax County, Nebraska",Colfax County,Nebraska
County,31039,"Cuming County, Nebraska",Cuming County,Nebraska
County,31041,"Custer County, Nebraska",Custer County,Nebraska
County,31043,"Dakota County, Nebraska",Dakota County,Nebraska
County,31045,"Dawes County, Nebraska",Dawes County,Nebraska
County,31047,"Dawson County, Nebraska",Dawson County,Nebraska
County,31049,"Deuel County, Nebraska",Deuel County,Nebraska
County,31051,"Dixon County, Nebraska",Dixon County,Nebraska
County,31053,"Dodge County, Nebraska",Dodge County,Nebraska
County,31055,"Douglas County, Nebraska",Douglas County,Nebraska
County,31057,"Dundy County, Nebraska",Dundy County,Nebraska
County,31059,"Fillmore County, Nebraska",Fillmore County,Nebraska
County,31061,"Franklin County, Nebraska",Franklin County,Nebraska
County,31063,"Frontier County, Nebraska",Frontier County,Nebraska
County,31065,"Furnas County, Nebraska",Furnas County,Nebraska
County,31067,"Gage County, Nebraska",Gage County,Nebraska
County,31069,"Garden County, Nebraska",Garden County,Nebraska
County,31071,"Garfield County, Nebraska",Garfield County,Nebraska
County,31073,"Gosper County, Nebraska",Gosper County,Nebraska
County,31075,"Grant County, Nebraska",Grant County,Nebraska
County,31077,"Greeley County, Nebraska",Greeley County,Nebraska
County,31079,"Hall County, Nebraska",Hall County,Nebraska
County,31081,"Hamilton County, Nebraska",Hamilton County,Nebraska
County,31083,"Harlan County, Nebraska",Harlan County,Nebraska
County,31085,"Hayes County, Nebraska",Hayes County,Nebraska
County,31087,"Hitchcock County, Nebraska",Hitchcock County,Nebraska
County,31089,"Holt County, Nebraska",Holt County,Nebraska
County,31091,"Hooker County, Nebraska",Hooker County,Nebraska
County,31093,"Howard County, Nebraska",Howard County,Nebraska
County,31095,"Jefferson County, Nebraska",Jefferson County,Nebraska
County,31097,"Johnson County, Nebraska",Johnson County,Nebraska
County,31099,"Kearney County, Nebraska",Kearney County,Nebraska
County,31101,"Keith County, Nebraska",Keith County,Nebraska
County,31103,"Keya Paha County, Nebraska",Keya Paha County,Nebraska
County,31105,"Kimball County, Nebraska",Kimball County,Nebraska
County,31107,"Knox County, Nebraska",Knox County,Nebraska
County,31109,"Lancaster County, Nebraska",Lancaster County,Nebraska
County,31111,"Lincoln County, Nebraska",Lincoln County,Nebraska
County,31113,"Logan County, Nebraska",Logan County,Nebraska
County,31115,"Loup County, Nebraska",Loup County,Nebraska
County,31117,"McPherson County, Nebraska",McPherson County,Nebraska
County,31119,"Madison County, Nebraska",Madison County,Nebraska
County,31121,"Merrick County, Nebraska",Merrick County,Nebraska
County,31123,"Morrill County, Nebraska",Morrill County,Nebraska
County,31125,"Nance County, Nebraska",Nance County,Nebraska
County,31127,"Nemaha County, Nebraska",Nemaha County,Nebraska
County,31129,"Nuckolls County, Nebraska",Nuckolls County,Nebraska
County,31131,"Otoe County, Nebraska",Otoe County,Nebraska
County,31133,"Pawnee County, Nebraska",Pawnee County,Nebraska
County,31135,"Perkins County, Nebraska",Perkins County,Nebraska
County,31137,"Phelps County, Nebraska",Phelps County,Nebraska
County,31139,"Pierce County, Nebraska",Pierce County,Nebraska
County,31141,"Platte County, Nebraska",Platte County,Nebraska
County,31143,"Polk County, Nebraska",Polk County,Nebraska
County,31145,"Red Willow County, Nebraska",Red Willow County,Nebraska
County,31147,"Richardson County, Nebraska",Richardson County,Nebraska
County,31149,"Rock County, Nebraska",Rock County,Nebraska
County,31151,"Saline County, Nebraska",Saline County,Nebraska
County,31153,"Sarpy County, Nebraska",Sarpy County,Nebraska
County,31155,"Saunders County, Nebraska",Saunders County,Nebraska
County,31157,"Scotts Bluff County, Nebraska",Scotts Bluff County,Nebraska
County,31159,"Seward County, Nebraska",Seward County,Nebraska
County,31161,"Sheridan County, Nebraska",Sheridan County,Nebraska
County,31163,"Sherman County, Nebraska",Sherman County,Nebraska
County,31165,"Sioux County, Nebraska",Sioux County,Nebraska
County,31167,"Stanton County, Nebraska",Stanton County,Nebraska
County,31169,"Thayer County, Nebraska",Thayer County,Nebraska
County,31171,"Thomas County, Nebraska",Thomas County,Nebraska
County,31173,"Thurston County, Nebraska",Thurston County,Nebraska
County,31175,"Valley County, Nebraska",Valley County,Nebraska
County,31177,"Washington County, Nebraska",Washington County,Nebraska
County,31179,"Wayne County, Nebraska",Wayne County,Nebraska
County,31181,"Webster County, Nebraska",Webster County,Nebraska
County,31183,"Wheeler County, Nebraska",Wheeler County,Nebraska
County,31185,"York County, Nebraska",York County,Nebraska
County,32001,"Churchill County, Nevada",Churchill County,Nevada
County,32003,"Clark County, Nevada",Clark County,Nevada
County,32005,"Douglas County, Nevada",Douglas County,Nevada
County,32007,"Elko County, Nevada",Elko County,Nevada
County,32009,"Esmeralda County, Nevada",Esmeralda County,Nevada
County,32011,"Eureka County, Nevada",Eureka County,Nevada
County,32013,"Humboldt County, Nevada",Humboldt County,Nevada
County,32015,"Lander County, Nevada",Lander County,Nevada
County,32017,"Lincoln County, Nevada",Lincoln County,Nevada
County,32019,"Lyon County, Nevada",Lyon County,Nevada
County,32021,"Mineral County, Nevada",Mineral County,Nevada
County,32023,"Nye County, Nevada",Nye County,Nevada
County,32027,"Pershing County, Nevada",Pershing County,Nevada
County,32029,"Storey County, Nevada",Storey County,Nevada
County,32031,"Washoe County, Nevada",Washoe County,Nevada
County,32033,"White Pine County, Nevada",White Pine County,Nevada
County,32510,"Carson City, Nevada",Carson City,Nevada
County,33001,"Belknap County, New Hampshire",Belknap County,New Hampshire
County,33003,"Carroll County, New Hampshire",Carroll County,New Hampshire
County,33005,"Cheshire County, New Hampshire",Cheshire County,New Hampshire
County,33007,"Coos County, New Hampshire",Coos County,New Hampshire
County,33009,"Grafton County, New Hampshire",Grafton County,New Hampshire
County,33011,"Hillsborough County, New Hampshire",Hillsborough County,New Hampshire
County,33013,"Merrimack County, New Hampshire",Merrimack County,New Hampshire
County,33015,"Rockingham County, New Hampshire",Rockingham County,New Hampshire
County,33017,"Strafford County, New Hampshire",Strafford County,New Hampshire
County,33019,"Sullivan County, New Hampshire",Sullivan County,New Hampshire
County,34001,"Atlantic County, New Jersey",Atlantic County,New Jersey
County,34003,"Bergen County, New Jersey",Bergen County,New Jersey
County,34005,"Burlington County, New Jersey",Burlington County,New Jersey
County,34007,"Camden County, New Jersey",Camden County,New Jersey
County,34009,"Cape May County, New Jersey",Cape May County,New Jersey
County,34011,"Cumberland County, New Jersey",Cumberland County,New Jersey
County,34013,"Essex County, New Jersey",Essex County,New Jersey
County,34015,"Gloucester County, New Jersey",Gloucester County,New Jersey
County,34017,"Hudson County, New Jersey",Hudson County,New Jersey
County,34019,"Hunterdon County, New Jersey",Hunterdon County,New Jersey
County,34021,"Mercer County, New Jersey",Mercer County,New Jersey
County,34023,"Middlesex County, New Jersey",Middlesex County,New Jersey
County,34025,"Monmouth County, New Jersey",Monmouth County,New Jersey
County,34027,"Morris County, New Jersey",Morris County,New Jersey
County,34029,"Ocean County, New Jersey",Ocean County,New Jersey
County,34031,"Passaic County, New Jersey",Passaic County,New Jersey
County,34033,"Salem County, New Jersey",Salem County,New Jersey
County,34035,"Somerset County, New Jersey",Somerset County,New Jersey
County,34037,"Sussex County, New Jersey",Sussex County,New Jersey
County,34039,"Union County, New Jersey",Union County,New Jersey
County,34041,"Warren County, New Jersey",Warren County,New Jersey
County,35001,"Bernalillo County, New Mexico",Bernalillo County,New Mexico
County,35003,"Catron County, New Mexico",Catron County,New Mexico
County,35005,"Chaves County, New Mexico",Chaves County,New Mexico
County,35006,"Cibola County, New Mexico",Cibola County,New Mexico
County,35007,"Colfax County, New Mexico",Colfax County,New Mexico
County,35009,"Curry County, New Mexico",Curry County,New Mexico
County,35011,"De Baca County, New Mexico",De Baca County,New Mexico
County,35013,"Doña Ana County, New Mexico",Doña Ana County,New Mexico
County,35015,"Eddy County, New Mexico",Eddy County,New Mexico
County,35017,"Grant County, New Mexico",Grant County,New Mexico
County,35019,"Guadalupe County, New Mexico",Guadalupe County,New Mexico
County,35021,"Harding County, New Mexico",Harding County,New Mexico
County,35023,"Hidalgo County, New Mexico",Hidalgo County,New Mexico
County,35025,"Lea County, New Mexico",Lea County,New Mexico
County,35027,"Lincoln County, New Mexico",Lincoln County,New Mexico
County,35028,"Los Alamos County, New Mexico",Los Alamos County,New Mexico
County,35029,"Luna County, New Mexico",Luna County,New Mexico
County,35031,"McKinley County, New Mexico",McKinley County,New Mexico
County,35033,"Mora County, New Mexico",Mora County,New Mexico
County,35035,"Otero County, New Mexico",Otero County,New Mexico
County,35037,"Quay County, New Mexico",Quay County,New Mexico
County,35039,"Rio Arriba County, New Mexico",Rio Arriba County,New Mexico
County,35041,"Roosevelt County, New Mexico",Roosevelt County,New Mexico
County,35043,"Sandoval County, New Mexico",Sandoval County,New Mexico
County,35045,"San Juan County, New Mexico",San Juan County,New Mexico
County,35047,"San Miguel County, New Mexico",San Miguel County,New Mexico
County,35049,"Santa Fe County, New Mexico",Santa Fe County,New Mexico
County,35051,"Sierra County, New Mexico",Sierra County,New Mexico
County,35053,"Socorro County, New Mexico",Socorro County,New Mexico
County,35055,"Taos County, New Mexico",Taos County,New Mexico
County,35057,"Torrance County, New Mexico",Torrance County,New Mexico
County,35059,"Union County, New Mexico",Union County,New Mexico
County,35061,"Valencia County, New Mexico",Valencia County,New Mexico
County,36001,"Albany County, New York",Albany County,New York
County,36003,"Allegany County, New York",Allegany County,New York
County,36005,"Bronx County, New York",Bronx County,New York
County,36007,"Broome County, New York",Broome County,New York
County,36009,"Cattaraugus County, New York",Cattaraugus County,New York
County,36011,"Cayuga County, New York",Cayuga County,New York
County,36013,"Chautauqua County, New York",Chautauqua County,New York
County,36015,"Chemung County, New York",Chemung County,New York
County,36017,"Chenango County, New York",Chenango County,New York
County,36019,"Clinton County, New York",Clinton County,New York
County,36021,"Columbia County, New York",Columbia County,New York
County,36023,"Cortland County, New York",Cortland County,New York
County,36025,"Delaware County, New York",Delaware County,New York
County,36027,"Dutchess County, New York",Dutchess County,New York
County,36029,"Erie County, New York",Erie County,New York
County,36031,"Essex County, New York",Essex County,New York
County,36033,"Franklin County, New York",Franklin County,New York
County,36035,"Fulton County, New York",Fulton County,New York
County,36037,"Genesee County, New York",Genesee County,New York
County,36039,"Greene County, New York",Greene County,New York
County,36041,"Hamilton County, New York",Hamilton County,New York
County,36043,"Herkimer County, New York",Herkimer County,New York
County,36045,"Jefferson County, New York",Jefferson County,New York
County,36047,"Kings County, New York",Kings County,New York
County,36049,"Lewis County, New York",Lewis County,New York
County,36051,"Livingston County, New York",Livingston County,New York
County,36053,"Madison County, New York",Madison County,New York
County,36055,"Monroe County, New York",Monroe County,New York
County,36057,"Montgomery County, New York",Montgomery County,New York
County,36059,"Nassau County, New York",Nassau County,New York
County,36061,"New York County, New York",New York County,New York
County,36063,"Niagara County, New York",Niagara County,New York
County,36065,"Oneida County, New York",Oneida County,New York
County,36067,"Onondaga County, New York",Onondaga County,New York
County,36069,"Ontario County, New York",Ontario County,New York
County,36071,"Orange County, New York",Orange County,New York
County,36073,"Orleans County, New York",Orleans County,New York
County,36075,"Oswego County, New York",Oswego County,New York
County,36077,"Otsego County, New York",Otsego County,New York
County,36079,"Putnam County, New York",Putnam County,New York
County,36081,"Queens County, New York",Queens County,New York
County,36083,"Rensselaer County, New York",Rensselaer County,New York
County,36085,"Richmond County, New York",Richmond County,New York
County,36087,"Rockland County, New York",Rockland County,New York
County,36089,"St. Lawrence County, New York",St. Lawrence County,New York
County,36091,"Saratoga County, New York",Saratoga County,New York
County,36093,"Schenectady County, New York",Schenectady County,New York
County,36095,"Schoharie County, New York",Schoharie County,New York
County,36097,"Schuyler County, New York",Schuyler County,New York
County,36099,"Seneca County, New York",Seneca County,New York
County,36101,"Steuben County, New York",Steuben County,New York
County,36103,"Suffolk County, New York",Suffolk County,New York
County,36105,"Sullivan County, New York",Sullivan County,New York
County,36107,"Tioga County, New York",Tioga County,New York
County,36109,"Tompkins County, New York",Tompkins County,New York
County,36111,"Ulster County, New York",Ulster County,New York
County,36113,"Warren County, New York",Warren County,New York
County,36115,"Washington County, New York",Washington County,New York
County,36117,"Wayne County, New York",Wayne County,New York
County,36119,"Westchester County, New York",Westchester County,New York
County,36121,"Wyoming County, New York",Wyoming County,New York
County,36123,"Yates County, New York",Yates County,New York
County,37001,"Alamance County, North Carolina",Alamance County,North Carolina
County,37003,"Alexander County, North Carolina",Alexander County,North Carolina
County,37005,"Alleghany County, North Carolina",Alleghany County,North Carolina
County,37007,"Anson County, North Carolina",Anson County,North Carolina
County,37009,"Ashe County, North Carolina",Ashe County,North Carolina
County,37011,"Avery County, North Carolina",Avery County,North Carolina
County,37013,"Beaufort County, North Carolina",Beaufort County,North Carolina
County,37015,"Bertie County, North Carolina",Bertie County,North Carolina
County,37017,"Bladen County, North Carolina",Bladen County,North Carolina
County,37019,"Brunswick County, North Carolina",Brunswick County,North Carolina
County,37021,"Buncombe County, North Carolina",Buncombe County,North Carolina
County,37023,"Burke County, North Carolina",Burke County,North Carolina
County,37025,"Cabarrus County, North Carolina",Cabarrus County,North Carolina
County,37027,"Caldwell County, North Carolina",Caldwell County,North Carolina
County,37029,"Camden County, North Carolina",Camden County,North Carolina
County,37031,"Carteret County, North Carolina",Carteret County,North Carolina
County,37033,"Caswell County, North Carolina",Caswell County,North Carolina
County,37035,"Catawba County, North Carolina",Catawba County,North Carolina
County,37037,"Chatham County, North Carolina",Chatham County,North Carolina
County,37039,"Cherokee County, North Carolina",Cherokee County,North Carolina
County,37041,"Chowan County, North Carolina",Chowan County,North Carolina
County,37043,"Clay County, North Carolina",Clay County,North Carolina
County,37045,"Cleveland County, North Carolina",Cleveland County,North Carolina
County,37047,"Columbus County, North Carolina",Columbus County,North Carolina
County,37049,"Craven County, North Carolina",Craven County,North Carolina
County,37051,"Cumberland County, North Carolina",Cumberland County,North Carolina
County,37053,"Currituck County, North Carolina",Currituck County,North Carolina
County,37055,"Dare County, North Carolina",Dare County,North Carolina
County,37057,"Davidson County, North Carolina",Davidson County,North Carolina
County,37059,"Davie County, North Carolina",Davie County,North Carolina
County,37061,"Duplin County, North Carolina",Duplin County,North Carolina
County,37063,"Durham County, North Carolina",Durham County,North Carolina
County,37065,"Edgecombe County, North Carolina",Edgecombe County,North Carolina
County,37067,"Forsyth County, North Carolina",Forsyth County,North Carolina
County,37069,"Franklin County, North Carolina",Franklin County,North Carolina
County,37071,"Gaston County, North Carolina",Gaston County,North Carolina
County,37073,"Gates County, North Carolina",Gates County,North Carolina
County,37075,"Graham County, North Carolina",Graham County,North Carolina
County,37077,"Granville County, North Carolina",Granville County,North Carolina
County,37079,"Greene County, North Carolina",Greene County,North Carolina
County,37081,"Guilford County, North Carolina",Guilford County,North Carolina
County,37083,"Halifax County, North Carolina",Halifax County,North Carolina
County,37085,"Harnett County, North Carolina",Harnett County,North Carolina
County,37087,"Haywood County, North Carolina",Haywood County,North Carolina
County,37089,"Henderson County, North Carolina",Henderson County,North Carolina
County,37091,"Hertford County, North Carolina",Hertford County,North Carolina
County,37093,"Hoke County, North Carolina",Hoke County,North Carolina
County,37095,"Hyde County, North Carolina",Hyde County,North Carolina
County,37097,"Iredell County, North Carolina",Iredell County,North Carolina
County,37099,"Jackson County, North Carolina",Jackson County,North Carolina
County,37101,"Johnston County, North Carolina",Johnston County,North Carolina
County,37103,"Jones County, North Carolina",Jones County,North Carolina
County,37105,"Lee County, North Carolina",Lee County,North Carolina
County,37107,"Lenoir County, North Carolina",Lenoir County,North Carolina
County,37109,"Lincoln County, North Carolina",Lincoln County,North Carolina
County,37111,"McDowell County, North Carolina",McDowell County,North Carolina
County,37113,"Macon County, North Carolina",Macon County,North Carolina
County,37115,"Madison County, North Carolina",Madison County,North Carolina
County,37117,"Martin County, North Carolina",Martin County,North Carolina
County,37119,"Mecklenburg County, North Carolina",Mecklenburg County,North Carolina
County,37121,"Mitchell County, North Carolina",Mitchell County,North Carolina
County,37123,"Montgomery County, North Carolina",Montgomery County,North Carolina
County,37125,"Moore County, North Carolina",Moore County,North Carolina
County,37127,"Nash County, North Carolina",Nash County,North Carolina
County,37129,"New Hanover County, North Carolina",New Hanover County,North Carolina
County,37131,"Northampton County, North Carolina",Northampton County,North Carolina
County,37133,"Onslow County, North Carolina",Onslow County,North Carolina
County,37135,"Orange County, North Carolina",Orange County,North Carolina
County,37137,"Pamlico County, North Carolina",Pamlico County,North Carolina
County,37139,"Pasquotank County, North Carolina",Pasquotank County,North Carolina
County,37141,"Pender County, North Carolina",Pender County,North Carolina
County,37143,"Perquimans County, North Carolina",Perquimans County,North Carolina
County,37145,"Person County, North Carolina",Person County,North Carolina
County,37147,"Pitt County, North Carolina",Pitt County,North Carolina
County,37149,"Polk County, North Carolina",Polk County,North Carolina
County,37151,"Randolph County, North Carolina",Randolph County,North Carolina
County,37153,"Richmond County, North Carolina",Richmond County,North Carolina
County,37155,"Robeson County, North Carolina",Robeson County,North Carolina
County,37157,"Rockingham County, North Carolina",Rockingham County,North Carolina
County,37159,"Rowan County, North Carolina",Rowan County,North Carolina
County,37161,"Rutherford County, North Carolina",Rutherford County,North Carolina
County,37163,"Sampson County, North Carolina",Sampson County,North Carolina
County,37165,"Scotland County, North Carolina",Scotland County,North Carolina
County,37167,"Stanly County, North Carolina",Stanly County,North Carolina
County,37169,"Stokes County, North Carolina",Stokes County,North Carolina
County,37171,"Surry County, North Carolina",Surry County,North Carolina
County,37173,"Swain County, North Carolina",Swain County,North Carolina
County,37175,"Transylvania County, North Carolina",Transylvania County,North Carolina
County,37177,"Tyrrell County, North Carolina",Tyrrell County,North Carolina
County,37179,"Union County, North Carolina",Union County,North Carolina
County,37181,"Vance County, North Carolina",Vance County,North Carolina
County,37183,"Wake County, North Carolina",Wake County,North Carolina
County,37185,"Warren County, North Carolina",Warren County,North Carolina
County,37187,"Washington County, North Carolina",Washington County,North Carolina
County,37189,"Watauga County, North Carolina",Watauga County,North Carolina
County,37191,"Wayne County, North Carolina",Wayne County,North Carolina
County,37193,"Wilkes County, North Carolina",Wilkes County,North Carolina
County,37195,"Wilson County, North Carolina",Wilson County,North Carolina
County,37197,"Yadkin County, North Carolina",Yadkin County,North Carolina
County,37199,"Yancey County, North Carolina",Yancey County,North Carolina
County,38001,"Adams County, North Dakota",Adams County,North Dakota
County,38003,"Barnes County, North Dakota",Barnes County,North Dakota
County,38005,"Benson County, North Dakota",Benson County,North Dakota
County,38007,"Billings County, North Dakota",Billings County,North Dakota
County,38009,"Bottineau County, North Dakota",Bottineau County,North Dakota
County,38011,"Bowman County, North Dakota",Bowman County,North Dakota
County,38013,"Burke County, North Dakota",Burke County,North Dakota
County,38015,"Burleigh County, North Dakota",Burleigh County,North Dakota
County,38017,"Cass County, North Dakota",Cass County,North Dakota
County,38019,"Cavalier County, North Dakota",Cavalier County,North Dakota
County,38021,"Dickey County, North Dakota",Dickey County,North Dakota
County,38023,"Divide County, North Dakota",Divide County,North Dakota
County,38025,"Dunn County, North Dakota",Dunn County,North Dakota
County,38027,"Eddy County, North Dakota",Eddy County,North Dakota
County,38029,"Emmons County, North Dakota",Emmons County,North Dakota
County,38031,"Foster County, North Dakota",Foster County,North Dakota
County,38033,"Golden Valley County, North Dakota",Golden Valley County,North Dakota
County,38035,"Grand Forks County, North Dakota",Grand Forks County,North Dakota
County,38037,"Grant County, North Dakota",Grant County,North Dakota
County,38039,"Griggs County, North Dakota",Griggs County,North Dakota
County,38041,"Hettinger County, North Dakota",Hettinger County,North Dakota
County,38043,"Kidder County, North Dakota",Kidder County,North Dakota
County,38045,"LaMoure County, North Dakota",LaMoure County,North Dakota
County,38047,"Logan County, North Dakota",Logan County,North Dakota
County,38049,"McHenry County, North Dakota",McHenry County,North Dakota
County,38051,"McIntosh County, North Dakota",McIntosh County,North Dakota
County,38053,"McKenzie County, North Dakota",McKenzie County,North Dakota
County,38055,"McLean County, North Dakota",McLean County,North Dakota
County,38057,"Mercer County, North Dakota",Mercer County,North Dakota
County,38059,"Morton County, North Dakota",Morton County,North Dakota
County,38061,"Mountrail County, North Dakota",Mountrail County,North Dakota
County,38063,"Nelson County, North Dakota",Nelson County,North Dakota
County,38065,"Oliver County, North Dakota",Oliver County,North Dakota
County,38067,"Pembina County, North Dakota",Pembina County,North Dakota
County,38069,"Pierce County, North Dakota",Pierce County,North Dakota
County,38071,"Ramsey County, North Dakota",Ramsey County,North Dakota
County,38073,"Ransom County, North Dakota",Ransom County,North Dakota
County,38075,"Renville County, North Dakota",Renville County,North Dakota
County,38077,"Richland County, North Dakota",Richland County,North Dakota
County,38079,"Rolette County, North Dakota",Rolette County,North Dakota
County,38081,"Sargent County, North Dakota",Sargent County,North Dakota
County,38083,"Sheridan County, North Dakota",Sheridan County,North Dakota
County,38085,"Sioux County, North Dakota",Sioux County,North Dakota
County,38087,"Slope County, North Dakota",Slope County,North Dakota
County,38089,"Stark County, North Dakota",Stark County,North Dakota
County,38091,"Steele County, North Dakota",Steele County,North Dakota
County,38093,"Stutsman County, North Dakota",Stutsman County,North Dakota
County,38095,"Towner County, North Dakota",Towner County,North Dakota
County,38097,"Traill County, North Dakota",Traill County,North Dakota
County,38099,"Walsh County, North Dakota",Walsh County,North Dakota
County,38101,"Ward County, North Dakota",Ward County,North Dakota
County,38103,"Wells County, North Dakota",Wells County,North Dakota
County,38105,"Williams County, North Dakota",Williams County,North Dakota
County,39001,"Adams County, Ohio",Adams County,Ohio
County,39003,"Allen County, Ohio",Allen County,Ohio
County,39005,"Ashland County, Ohio",Ashland County,Ohio
County,39007,"Ashtabula County, Ohio",Ashtabula County,Ohio
County,39009,"Athens County, Ohio",Athens County,Ohio
County,39011,"Auglaize County, Ohio",Auglaize County,Ohio
County,39013,"Belmont County, Ohio",Belmont County,Ohio
County,39015,"Brown County, Ohio",Brown County,Ohio
County,39017,"Butler County, Ohio",Butler County,Ohio
County,39019,"Carroll County, Ohio",Carroll County,Ohio
County,39021,"Champaign County, Ohio",Champaign County,Ohio
County,39023,"Clark County, Ohio",Clark County,Ohio
County,39025,"Clermont County, Ohio",Clermont County,Ohio
County,39027,"Clinton County, Ohio",Clinton County,Ohio
County,39029,"Columbiana County, Ohio",Columbiana County,Ohio
County,39031,"Coshocton County, Ohio",Coshocton County,Ohio
County,39033,"Crawford County, Ohio",Crawford County,Ohio
County,39035,"Cuyahoga County, Ohio",Cuyahoga County,Ohio
County,39037,"Darke County, Ohio",Darke County,Ohio
County,39039,"Defiance County, Ohio",Defiance County,Ohio
County,39041,"Delaware County, Ohio",Delaware County,Ohio
County,39043,"Erie County, Ohio",Erie County,Ohio
County,39045,"Fairfield County, Ohio",Fairfield County,Ohio
County,39047,"Fayette County, Ohio",Fayette County,Ohio
County,39049,"Franklin County, Ohio",Franklin County,Ohio
County,39051,"Fulton County, Ohio",Fulton County,Ohio
County,39053,"Gallia County, Ohio",Gallia County,Ohio
County,39055,"Geauga County, Ohio",Geauga County,Ohio
County,39057,"Greene County, Ohio",Greene County,Ohio
County,39059,"Guernsey County, Ohio",Guernsey County,Ohio
County,39061,"Hamilton County, Ohio",Hamilton County,Ohio
County,39063,"Hancock County, Ohio",Hancock County,Ohio
County,39065,"Hardin County, Ohio",Hardin County,Ohio
County,39067,"Harrison County, Ohio",Harrison County,Ohio
County,39069,"Henry County, Ohio",Henry County,Ohio
County,39071,"Highland County, Ohio",Highland County,Ohio
County,39073,"Hocking County, Ohio",Hocking County,Ohio
County,39075,"Holmes County, Ohio",Holmes County,Ohio
County,39077,"Huron County, Ohio",Huron County,Ohio
County,39079,"Jackson County, Ohio",Jackson County,Ohio
County,39081,"Jefferson County, Ohio",Jefferson County,Ohio
County,39083,"Knox County, Ohio",Knox County,Ohio
County,39085,"Lake County, Ohio",Lake County,Ohio
County,39087,"Lawrence County, Ohio",Lawrence County,Ohio
County,39089,"Licking County, Ohio",Licking County,Ohio
County,39091,"Logan County, Ohio",Logan County,Ohio
County,39093,"Lorain County, Ohio",Lorain County,Ohio
County,39095,"Lucas County, Ohio",Lucas County,Ohio
County,39097,"Madison County, Ohio",Madison County,Ohio
County,39099,"Mahoning County, Ohio",Mahoning County,Ohio
County,39101,"Marion County, Ohio",Marion County,Ohio
County,39103,"Medina County, Ohio",Medina County,Ohio
County,39105,"Meigs County, Ohio",Meigs County,Ohio
County,39107,"Mercer County, Ohio",Mercer County,Ohio
County,39109,"Miami County, Ohio",Miami County,Ohio
County,39111,"Monroe County, Ohio",Monroe County,Ohio
County,39113,"Montgomery County, Ohio",Montgomery County,Ohio
County,39115,"Morgan County, Ohio",Morgan County,Ohio
County,39117,"Morrow County, Ohio",Morrow County,Ohio
County,39119,"Muskingum County, Ohio",Muskingum County,Ohio
County,39121,"Noble County, Ohio",Noble County,Ohio
County,39123,"Ottawa County, Ohio",Ottawa County,Ohio
County,39125,"Paulding County, Ohio",Paulding County,Ohio
County,39127,"Perry County, Ohio",Perry County,Ohio
County,39129,"Pickaway County, Ohio",Pickaway County,Ohio
County,39131,"Pike County, Ohio",Pike County,Ohio
County,39133,"Portage County, Ohio",Portage County,Ohio
County,39135,"Preble County, Ohio",Preble County,Ohio
County,39137,"Putnam County, Ohio",Putnam County,Ohio
County,39139,"Richland County, Ohio",Richland County,Ohio
County,39141,"Ross County, Ohio",Ross County,Ohio
County,39143,"Sandusky County, Ohio",Sandusky County,Ohio
County,39145,"Scioto County, Ohio",Scioto County,Ohio
County,39147,"Seneca County, Ohio",Seneca County,Ohio
County,39149,"Shelby County, Ohio",Shelby County,Ohio
County,39151,"Stark County, Ohio",Stark County,Ohio
County,39153,"Summit County, Ohio",Summit County,Ohio
County,39155,"Trumbull County, Ohio",Trumbull County,Ohio
County,39157,"Tuscarawas County, Ohio",Tuscarawas County,Ohio
County,39159,"Union County, Ohio",Union County,Ohio
County,39161,"Van Wert County, Ohio",Van Wert County,Ohio
County,39163,"Vinton County, Ohio",Vinton County,Ohio
County,39165,"Warren County, Ohio",Warren County,Ohio
County,39167,"Washington County, Ohio",Washington County,Ohio
County,39169,"Wayne County, Ohio",Wayne County,Ohio
County,39171,"Williams County, Ohio",Williams County,Ohio
County,39173,"Wood County, Ohio",Wood County,Ohio
County,39175,"Wyandot County, Ohio",Wyandot County,Ohio
County,40001,"Adair County, Oklahoma",Adair County,Oklahoma
County,40003,"Alfalfa County, Oklahoma",Alfalfa County,Oklahoma
County,40005,"Atoka County, Oklahoma",Atoka County,Oklahoma
County,40007,"Beaver County, Oklahoma",Beaver County,Oklahoma
County,40009,"Beckham County, Oklahoma",Beckham County,Oklahoma
County,40011,"Blaine County, Oklahoma",Blaine County,Oklahoma
County,40013,"Bryan County, Oklahoma",Bryan County,Oklahoma
County,40015,"Caddo County, Oklahoma",Caddo County,Oklahoma
County,40017,"Canadian County, Oklahoma",Canadian County,Oklahoma
County,40019,"Carter County, Oklahoma",Carter County,Oklahoma
County,40021,"Cherokee County, Oklahoma",Cherokee County,Oklahoma
County,40023,"Choctaw County, Oklahoma",Choctaw County,Oklahoma
County,40025,"Cimarron County, Oklahoma",Cimarron County,Oklahoma
County,40027,"Cleveland County, Oklahoma",Cleveland County,Oklahoma
